id,list_id,listing_url,scrape_id,last_scraped,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_id,neighbourhood_id,url_id,location_id,property_id,avail_id,review_score_id,house_rules,interaction,access,name,summary,space,experiences_offered,notes,transit,description,Rank
38478668,38478668,https://www.airbnb.com/rooms/38478668,38478668,19-09-2019,f,f,1,0,1,0,0,147260904,38478668,38478668,38478668,38478668,38478668,38478668,,I am available during your stay.,,huge Berlin flat combined with country home,"Hi! It is important that you this because I can offer only three beds in my flat in Berlin, the other eight beds (or even more) I am offering in my luxury country home in the countryside, 50 kilometer outside of Berlin. I will drive you there and give you my VW Bus during your stay, so that you are flexible! With my car you reach the next S-Bahn-station within 35 minutes (Straussberg), and the S-Bahn will bring you to Berlin. This AirBnB is only interesting for groups who like nature and peace!!","My flat in Berlin is in Steglitz, from there you can reach everything easily by subway and train. The luxury country home is already pretty close to Poland, in a rather deserted landscape called the â€žOderbruchâ€œ (please (Hidden by Airbnb) ). It has 5 bedrooms, a piano-bar, a chimney-room and a sauna. It is pretty far away from the city, so it really only is an option for groups who feel attracted by the idea of having both: nature and countryside, but also the city nearby (= first 35 minutes by using the car that I give you, then changing to the train and needing another 45 minutes, itâ€˜s quite a lot of time, I know.",none,,"from my flat you can walk to â€žRathaus Steglitzâ€œ, a huge â€žtraffic knotâ€œ, from where you can easily reach EVERYTHING.","Hi! It is important that you this because I can offer only three beds in my flat in Berlin, the other eight beds (or even more) I am offering in my luxury country home in the countryside, 50 kilometer outside of Berlin. I will drive you there and give you my VW Bus during your stay, so that you are flexible! With my car you reach the next S-Bahn-station within 35 minutes (Straussberg), and the S-Bahn will bring you to Berlin. This AirBnB is only interesting for groups who like nature and peace!! My flat in Berlin is in Steglitz, from there you can reach everything easily by subway and train. The luxury country home is already pretty close to Poland, in a rather deserted landscape called the â€žOderbruchâ€œ (please (Hidden by Airbnb) ). It has 5 bedrooms, a piano-bar, a chimney-room and a sauna. It is pretty far away from the city, so it really only is an option for groups who feel attracted by the idea of having both: nature and countryside, but also the city nearby (= first 35 minutes by ",1
38479737,38479737,https://www.airbnb.com/rooms/38479737,38479737,14-09-2019,f,f,1,1,0,0,0,1996485,38479737,38479737,38479737,38479737,38479737,38479737,"Respect the neighbours, be sensible after 10.00 pm","I'll be on holiday, so I won't be around to say hello and bye! However, I'll be online for all the possible questions you have :)",,Cosy Amsterdam apartment Westerpark/Jordaan,"Offering my cosy Amsterdam canal apartment, right in between Westerpark and the Jordaan area!","My home is a complete and bright apartment, situated on the third floor, overseeing the canal outside! I'm going on a mini holiday, so I'm offering my place to be yours. The bedroom is simple, yet has a big bed for lazy mornings. It's situated on the backside of the apartment, so no street noise possibly waking you up! The living room is cosy, having a couch to chill and a dining table to enjoy your dinners or breakfasts on. The kitchen is fully equipped, in case you want to throw a fancy dinner party... Bathroom should be called a shower room, as it's exactly what it is :) I even have a spare room, nothing much going on there... i will have a bed here eventually and I do have a foldable mattress as well, in case you have guests to stay over!",none,,"Bus and tram stop around the corner, but everything you can easily walk! Especially when it's a nice day, you even don't need a bike to get to the great spots :)","Offering my cosy Amsterdam canal apartment, right in between Westerpark and the Jordaan area! My home is a complete and bright apartment, situated on the third floor, overseeing the canal outside! I'm going on a mini holiday, so I'm offering my place to be yours. The bedroom is simple, yet has a big bed for lazy mornings. It's situated on the backside of the apartment, so no street noise possibly waking you up! The living room is cosy, having a couch to chill and a dining table to enjoy your dinners or breakfasts on. The kitchen is fully equipped, in case you want to throw a fancy dinner party... Bathroom should be called a shower room, as it's exactly what it is :) I even have a spare room, nothing much going on there... i will have a bed here eventually and I do have a foldable mattress as well, in case you have guests to stay over! I'll be on holiday, so I won't be around to say hello and bye! However, I'll be online for all the possible questions you have :) It's located right in b",1
38479942,38479942,https://www.airbnb.com/rooms/38479942,38479942,14-09-2019,f,f,1,0,1,0,1,293390861,38479942,38479942,38479942,38479942,38479942,38479942,,I travel/work a lot so if I am there you can ask but if not you can always call me.,,Private Room - private area,"Cozy and clean room. Living next to the park with direct access to train, metro and bus. Guest bike available against deposit.","Private room in private section of the house. 1 or 2 person bed available. Hallway, bathroom, separate toilet and kitchen right next to your room. Bedroom about 11m2. Very cozy, clean and recently renovated.",none,"I have a cat but she lives with me in the other section of the house, you will not see/interact with her (unless you want to) during your stay. Should you or your travel companion be over sensitive or allergic in a 15 meter radius maybe you should not stay over :-)","You can use my guest bike (against deposit) but make sure you lock it properly when parking it. Renting a bike cost about 10 EUR a day. Parking always available not smart, 4 EUR per hour. Bus, tram  train and metro walking distance.","Cozy and clean room. Living next to the park with direct access to train, metro and bus. Guest bike available against deposit. Private room in private section of the house. 1 or 2 person bed available. Hallway, bathroom, separate toilet and kitchen right next to your room. Bedroom about 11m2. Very cozy, clean and recently renovated. I travel/work a lot so if I am there you can ask but if not you can always call me. Park next door and my area is not unique, all of Amsterdam is! You can use my guest bike (against deposit) but make sure you lock it properly when parking it. Renting a bike cost about 10 EUR a day. Parking always available not smart, 4 EUR per hour. Bus, tram  train and metro walking distance. I have a cat but she lives with me in the other section of the house, you will not see/interact with her (unless you want to) during your stay. Should you or your travel companion be over sensitive or allergic in a 15 meter radius maybe you should not stay over :-)",1
38484072,38484072,https://www.airbnb.com/rooms/38484072,38484072,19-09-2019,f,f,2,0,2,0,0,207851678,38484072,38484072,38484072,38484072,38484072,38484072,,,,Room in Berlin Mahlsdorf,,,none,,,,1
38485838,38485838,https://www.airbnb.com/rooms/38485838,38485838,14-09-2019,f,f,2,0,2,0,0,289505354,38485838,38485838,38485838,38485838,38485838,38485838,,Room is private for guests so no other people there come in your Room. Of course when you want to know something I will give all information or try to find out for you.u can mail me at the air bnb site  24 hour pleas.,Room is private for guests so no other people there come in your (Website hidden by Airbnb) neighbourhood close to all amenities - short journey times to Central Amsterdam sights and Schiphol Airport.,Private Room for 8 Persons Amsterdam,"It's anice private Room situated in the North of Amsterdam suitable for 8 people. It's on the First floor . Easily reachable with public transport. (around 15 minutes with the Bus to reach the centre.) It's in a nice neighbourhood, with a Shops Super market nearby. It has a few restaurants and Coffee shops nearby too. It's a one Private room with 8 Bed. It has a Shearing bathroom with a spacious shower and a toilet.  It's got Center heating for nice and warm.","The style I would say is minimal and it does not contain a lot of furniture. Only the essentials. It has a table and two chairs in the Room. Bedlinen are provided as well as soap and shampoo and there's a free to use. I've also got wireless internet. If you're looking for a cheap yet complete Private Room, look no further!",none,"There is a launderette  (washing Machine and dryer machine ) on the ground floor, very practical and easy to use at little cost(5 kg For 10 euro ). Small things can be washed in the Bathroom sink.  PENALTIES:  - Loss of keys: â‚¬20 per set of keys - Stain towels or bed linen with make up or nail polish: â‚¬15  - Excessive noise (neighbours complaints): â‚¬100  - Smoke in apartment â‚¬100 - if u r more than boeking people sleep in the room costs Extra person 100,-- if u let us now by check        in u get extra bed just for â‚¬30,-- per night  - Towels are not include if u like Towels cost u â‚¬2.50 P/P  - Car parking in our car park cost u just â‚¬15 per day","Apartment is located in a public Residential place which can be accessed from 2 sides. Very convenient public transport at 100 meter from Apartment, it takes 15 minutes to city center by bus and 20 minutes to city center by Walk. Night bus and free ferry runs all night from city center nearby  to the apartment in 10 minutes service. There's a proper car park for use just for â‚¬15,- per day  (back side of the apartment).","It's anice private Room situated in the North of Amsterdam suitable for 8 people. It's on the First floor . Easily reachable with public transport. (around 15 minutes with the Bus to reach the centre.) It's in a nice neighbourhood, with a Shops Super market nearby. It has a few restaurants and Coffee shops nearby too. It's a one Private room with 8 Bed. It has a Shearing bathroom with a spacious shower and a toilet.  It's got Center heating for nice and warm. The style I would say is minimal and it does not contain a lot of furniture. Only the essentials. It has a table and two chairs in the Room. Bedlinen are provided as well as soap and shampoo and there's a free to use. I've also got wireless internet. If you're looking for a cheap yet complete Private Room, look no further! Room is private for guests so no other people there come in your (Website hidden by Airbnb) neighbourhood close to all amenities - short journey times to Central Amsterdam sights and Schiphol Airport. Room is pr",1
38486013,38486013,https://www.airbnb.com/rooms/38486013,38486013,14-09-2019,f,f,1,1,0,0,0,189745676,38486013,38486013,38486013,38486013,38486013,38486013,Geen gasten onder de de leeftijd van 24 jaar.,,,Rustig gelegen appartement  - free parking,Het appartement is gelegen in een rustige buurt in t hippe Amsterdam Noord waar parkeren nog gratis is.  De ruimte is een kamer en-suite met aparte keuken en badkamer. Twee balkons. 10 minuten van een groot winkelcentrum en binnen 15 minuten met openbaar vervoer op Centraal Station.,,none,,"Bus 35 op 3 minuten lopen, met verbinding naar metro Noord-Zuidlijn.","Het appartement is gelegen in een rustige buurt in t hippe Amsterdam Noord waar parkeren nog gratis is.  De ruimte is een kamer en-suite met aparte keuken en badkamer. Twee balkons. 10 minuten van een groot winkelcentrum en binnen 15 minuten met openbaar vervoer op Centraal Station. Rustige buurt, dicht bij t centrum van Amsterdam. Vlak bij alle hippe hotspots van Noord.  Veel voorzieningen zoals Noorderpark, Adam Toren, NDSM en Hamerkanaal, zijn makkelijk bereikbaar. Bus 35 op 3 minuten lopen, met verbinding naar metro Noord-Zuidlijn.",1
38486645,38486645,https://www.airbnb.com/rooms/38486645,38486645,14-09-2019,f,f,3,3,0,0,0,275108252,38486645,38486645,38486645,38486645,38486645,38486645,,,,great apartment in city centre smoker friendly,"Spacious apartment, perfect for young people who like to stay in one of the most popular areas in town. Located along the famous Amsterdam canals in the middle of the centre of Amsterdam. perfect for exploring the city.  1 minute walking distance from the popular Rembrandt Square and public transport. In walking distance of lots of bars, nice restaurants, clubs, museums, coffee shops, the famous 'kalverstraat' shopping street etc. Smoking is allowed. There's 1 double bed and 1 sleeping couch",,none,,,"Spacious apartment, perfect for young people who like to stay in one of the most popular areas in town. Located along the famous Amsterdam canals in the middle of the centre of Amsterdam. perfect for exploring the city.  1 minute walking distance from the popular Rembrandt Square and public transport. In walking distance of lots of bars, nice restaurants, clubs, museums, coffee shops, the famous 'kalverstraat' shopping street etc. Smoking is allowed. There's 1 double bed and 1 sleeping couch",1
38487219,38487219,https://www.airbnb.com/rooms/38487219,38487219,19-09-2019,f,f,2,0,2,0,0,82890294,38487219,38487219,38487219,38487219,38487219,38487219,#NAME?,"you can talk to me any time via airbnb, email or telephone. sometimes it is possible that we will not meet during your stay because IÂ´m busy somewhere else.",,"Sunny Apartment ""Azur""","dear guest, It is a big bed with 2 separate mattresses.  There is no kitchen in your apartment. If it is important for you to cook, just tell me and you can have a key for my neighbour-apartment and use this kitchen. The house is a typic ""Berliner Altbau"" (berlin old building). it is quiet, green and a lot of free parking places and supermarket around. Looking forward to seeing you!","dear guest, There is no kitchen in your apartment. If it is important for you to cook, just tell me and you can have a key for my neighbour-apartment and use this kitchen. The house is a typic ""Berliner Altbau"" (berlin old building). There's nothing you can't do in Berlin, whether you want to go to Bars, Restaurants, Clubs, the cinema or shopping. You're provided with everything but boredom. If you want to enjoy the nature for a change you have tons of parks in the area, even lakes littlebit further on. You can take walks or go cycling.  you have very good public transport (M13, M1, 50, U2 VinetastraÃŸe, S-Bahn SchÃ¶nhauser Allee) you can check your way out at  www(.)bvg (.)de it is quiet, green and a lot of free parking places and supermarket around. hoping to seeing you soon!",none,,"puplic transport: - U2 (underground) + Tramway M1, M50 ""Vinetastrasse""   5min footwalk to my place - S-Bahn ""Pankow"" 9min footwalk to my place From Airport SchÃ¶nefeld  S-Bahn S9 every 20min till ""Pankow"" without changing (duration 44min) From Airport Tegel  Bus128 till ""Osloer Strasse"" changing to Metro M50 till Vinetastrasse (duration 41min)","dear guest, It is a big bed with 2 separate mattresses.  There is no kitchen in your apartment. If it is important for you to cook, just tell me and you can have a key for my neighbour-apartment and use this kitchen. The house is a typic ""Berliner Altbau"" (berlin old building). it is quiet, green and a lot of free parking places and supermarket around. Looking forward to seeing you! dear guest, There is no kitchen in your apartment. If it is important for you to cook, just tell me and you can have a key for my neighbour-apartment and use this kitchen. The house is a typic ""Berliner Altbau"" (berlin old building). There's nothing you can't do in Berlin, whether you want to go to Bars, Restaurants, Clubs, the cinema or shopping. You're provided with everything but boredom. If you want to enjoy the nature for a change you have tons of parks in the area, even lakes littlebit further on. You can take walks or go cycling.  you have very good public transport (M13, M1, 50, U2 VinetastraÃŸe, S-B",1
38487304,38487304,https://www.airbnb.com/rooms/38487304,38487304,19-09-2019,f,f,5,1,4,0,0,202779274,38487304,38487304,38487304,38487304,38487304,38487304,,,,New Luxury Apartment - Heart of Berlin (KaDeWe),"The brandnew 70m2 apartment has just finished  in modern, facilities. Very central location and a bright and green environment in the courtyard area. KaDeWe 1,3Km Zoologarten 1,1 Km Kaiser- Wilhelm-Memorial Church 1,3 Km Postdamer Platz 1,5 Km In addition to triple glazed plastic windows with electric sunblinds, which is designed very open. New traumarpartment get you means a super modern transponder. Intercom with video function and underfloor heating are equipped.",New - modern - quiet but central for long term stays,none,,,"The brandnew 70m2 apartment has just finished  in modern, facilities. Very central location and a bright and green environment in the courtyard area. KaDeWe 1,3Km Zoologarten 1,1 Km Kaiser- Wilhelm-Memorial Church 1,3 Km Postdamer Platz 1,5 Km In addition to triple glazed plastic windows with electric sunblinds, which is designed very open. New traumarpartment get you means a super modern transponder. Intercom with video function and underfloor heating are equipped. New - modern - quiet but central for long term stays",1
38497122,38497122,https://www.airbnb.com/rooms/38497122,38497122,25-09-2019,f,f,1,1,0,0,0,293383694,38497122,38497122,38497122,38497122,38497122,38497122,"Check-in time is done between 3 pm and 9 pm while check-out is done latest 11 am. You shall provide identity documents upon arrival, bearing the names used during booking. If, however, the booking arrangement was made for a friend, kindly inform me at the time of booking and inform this person that an identity document bearing their names will be requested upon arrival. Kind reminder: parties are not allowed in my home, so I count on you, or your guest, to respect the premises as well as the neighborhood and also take care of my home the same way you would do with yours! Cleaning services are included though I would appreciate if you empty the garbage and do the dishes before leaving. Finally, if you misplace the keys, please to inform me immediately. Please note that repair fees may be requested (duplication or change of lock if necessary). Thanks for understanding :) I canâ€™t wait to have you as my guest!","From your reservation request, from your arrival on site up until your departure, the entire Luckey team will be at your service to make your stay a successful experience! Feel free to contact them if necessary via the Airbnb platform directly or by phone at the number given on my profile, they are available 24/7 and look forward to welcoming you!",,BEAUTIFUL HOUSE WITH GARDEN IN LE BOUSCAT NEAR BORDEAUX,"Beautiful and bright house with garden located in Le Bouscat near Bordeaux. It is equipped for 7 people (1 kingsize bed, 2 double beds and 2 single beds) and ideal for groups of friends or families. Wifi and washing machine are also included. Sheets and towels will be provided. Note that the check-in is between 3pm and 9pm and the check-out until 11am. For more information do not hesitate to read the detailed description below. :)","- Features enjoyed by my guests - - An entirely new house for your group of friends or family. - An ideal location with all shops and services nearby.  - A terrace with garden is at your disposal. - Fully equipped, sheets, towels, vanity kit will be provided. - The house is equipped with heating. - Other features to consider - - The house is located outside of Bordeaux. - It is set up on 3 floors. - The check in time is between 3pm and 9pm and check out is no later than 11 am on the day of the departure. - You will have a set of keys at your disposal. - Housing - You will appreciate my accommodation for its location and its equipment. The house can accommodate 8 people. To make the most of your stay, you will have at your disposal: On the ground floor, - A bright and friendly living room with a view of the garden: sofa, coffee table, armchairs, stereo system. - A fully equipped open kitchen: refrigerator, freezer, hob, oven, microwave, coffee machine, washing machine, dishwasher, cooki",none,,- A private parking space is available. - The bus stop Racine is at a 2-minute walking distance. Line 5 will take you to the center of Bordeaux. - The train station Gare Bordeaux Saint Jean is at a 18-minute drive from the house. - Bordeaux-MÃ©rignac airport is located at a 15-minute drive from the house.,"Beautiful and bright house with garden located in Le Bouscat near Bordeaux. It is equipped for 7 people (1 kingsize bed, 2 double beds and 2 single beds) and ideal for groups of friends or families. Wifi and washing machine are also included. Sheets and towels will be provided. Note that the check-in is between 3pm and 9pm and the check-out until 11am. For more information do not hesitate to read the detailed description below. :) - Features enjoyed by my guests - - An entirely new house for your group of friends or family. - An ideal location with all shops and services nearby.  - A terrace with garden is at your disposal. - Fully equipped, sheets, towels, vanity kit will be provided. - The house is equipped with heating. - Other features to consider - - The house is located outside of Bordeaux. - It is set up on 3 floors. - The check in time is between 3pm and 9pm and check out is no later than 11 am on the day of the departure. - You will have a set of keys at your disposal. - Housi",1
38502596,38502596,https://www.airbnb.com/rooms/38502596,38502596,19-09-2019,f,f,2,0,1,1,0,20833881,38502596,38502596,38502596,38502596,38502596,38502596,,"During your stay in out-of-space, which coincides with the opening hours of the OPEN/OCCUPY II exhibition in Flutgraben e.V., a custodian will be present to tend to your needs and questions.",,OUT-OF-SPACE BOX HOME: EXPERIENCE AUTHENTIC BERLIN,"The box apartment out-of-space is located in Flutgraben artist house in buzzing Kreuzberg. In the largest remaining artist-run studio building in the city you can enjoy the authentic feeling of creative Berlin. The box is inspired by the economic effectivization of space, present in cities such as Hong Kong, where the free market has been successfully deregulated: here 200.000 people live in so-called â€œcoffin homesâ€: the size of your home is equivalent to the size of your body.","THE SPACE: The box apartment out-of-space is located in Flutgraben artist house in buzzing Berlin, Kreuzberg. In the largest remaining artist-run studio building in the city you can enjoy the authentic feeling of Berlinâ€™s creative communities, from before the gentrification of the past decade eradicated most. The box apartment is inspired by the economic effectivization of space, present in cities such as Hong Kong, where the free market has been successfully deregulated: here approx. 200.000 people live in so-called â€œcoffin homesâ€, where the size of oneâ€™s home is roughly equivalent to the size of oneâ€™s body. The apartment is equipped with a bed, desk and chair, toilet, sink and a hotplate. Inspired by recent financialization of the monetary system, in which accumulation of value follows through semiotic circulation, rather than through the realization of material goods, the conveniences of the apartment are present in the form of symbolic representations. The rental price has been adj",none,"Your stay in out-of-space, will coincide with the opening hours of the OPEN/OCCUPY II exhibition in Flutgraben e.V.: 15 September, Sunday 3-10pm 17-20 September, Wednesday-Friday 4-7pm 21-22 September, Saturday-Sunday 2-10pm",The Buses 265 and165 depart straight from the main entrance; UBahn U1 is in walking distance of the premises,"The box apartment out-of-space is located in Flutgraben artist house in buzzing Kreuzberg. In the largest remaining artist-run studio building in the city you can enjoy the authentic feeling of creative Berlin. The box is inspired by the economic effectivization of space, present in cities such as Hong Kong, where the free market has been successfully deregulated: here 200.000 people live in so-called â€œcoffin homesâ€: the size of your home is equivalent to the size of your body. THE SPACE: The box apartment out-of-space is located in Flutgraben artist house in buzzing Berlin, Kreuzberg. In the largest remaining artist-run studio building in the city you can enjoy the authentic feeling of Berlinâ€™s creative communities, from before the gentrification of the past decade eradicated most. The box apartment is inspired by the economic effectivization of space, present in cities such as Hong Kong, where the free market has been successfully deregulated: here approx. 200.000 people live in so-c",1
38504278,38504278,https://www.airbnb.com/rooms/38504278,38504278,19-09-2019,f,f,1,0,0,1,0,242999681,38504278,38504278,38504278,38504278,38504278,38504278,,,,æ¸©é¦¨å°çª(ä»…é™å¥³ç”Ÿ),"ä¸¤äººWG,å’Œä¸€ä¸ªä¸­å›½å¥³å¤§å­¦ç”Ÿåˆä½ä¸€é—´æˆ¿,å¦ä¸€é—´æˆ¿ä½çš„æˆ¿ä¸œå”å”ï½¡å‘¨å›´æœ‰ä¸‰ä¸ªå¤§åž‹è¶…å¸‚å’Œå•†åœº,è¿˜æœ‰åœ°é“å’Œå…¬äº¤éƒ½ååˆ†æ–¹ä¾¿ï½¡",,none,,,"ä¸¤äººWG,å’Œä¸€ä¸ªä¸­å›½å¥³å¤§å­¦ç”Ÿåˆä½ä¸€é—´æˆ¿,å¦ä¸€é—´æˆ¿ä½çš„æˆ¿ä¸œå”å”ï½¡å‘¨å›´æœ‰ä¸‰ä¸ªå¤§åž‹è¶…å¸‚å’Œå•†åœº,è¿˜æœ‰åœ°é“å’Œå…¬äº¤éƒ½ååˆ†æ–¹ä¾¿ï½¡",1
38504473,38504473,https://www.airbnb.com/rooms/38504473,38504473,14-09-2019,f,f,1,0,0,1,0,48238620,38504473,38504473,38504473,38504473,38504473,38504473,There are young families in the building so you have to be quiet entering and leaving the place and no smoking inside the building. Please take your shoes off at the entrance. You can use the kitchen as long as you clean after yourself.,,,Shared room in one bedroom flat. Only women,"Hi, I have a one bedroom (where I will be sleeping) apartment and I am offering a single sofa bed in the living room where you can stay. I put an extra mattress on top of the sofa for more confort (grey sofa on pictures). You will have full access to the kitchen and barroom and I have a storage room inside the apartment where you  can leave your things. There is a tv with Netflix in front of the sofa. The flat is about 30 min from the center. Looking forward to welcoming you in my house!",,none,,,"Hi, I have a one bedroom (where I will be sleeping) apartment and I am offering a single sofa bed in the living room where you can stay. I put an extra mattress on top of the sofa for more confort (grey sofa on pictures). You will have full access to the kitchen and barroom and I have a storage room inside the apartment where you  can leave your things. There is a tv with Netflix in front of the sofa. The flat is about 30 min from the center. Looking forward to welcoming you in my house!",1
38505803,38505803,https://www.airbnb.com/rooms/38505803,38505803,14-09-2019,f,f,1,0,1,0,1,38480080,38505803,38505803,38505803,38505803,38505803,38505803,,,,Nice and cozy room in Amsterdam,"Nice and cozy room, for a weekend or to spend time in general in Amsterdam. Location is 5 min walk to Vondelpark and Rembrandtpark, and 15 min biking to the centrum. Nearby there are plenty of bars,restaurant and supermarket.Looking for a nice and respectful person.",,none,,,"Nice and cozy room, for a weekend or to spend time in general in Amsterdam. Location is 5 min walk to Vondelpark and Rembrandtpark, and 15 min biking to the centrum. Nearby there are plenty of bars,restaurant and supermarket.Looking for a nice and respectful person.",1
38505981,38505981,https://www.airbnb.com/rooms/38505981,38505981,14-09-2019,f,f,2,2,0,0,0,200637,38505981,38505981,38505981,38505981,38505981,38505981,,I work during the day but live just above the apartment :-).,,Amazing Canalhouse near the Hermitage,"It is a traditional canalhouse, right next to the Hermitage Museum. Other famous spots are all within walking distance. You will have 2 floors for yourself.",,none,,You are right in the middle of the center of the city so you can walk everywhere.,"It is a traditional canalhouse, right next to the Hermitage Museum. Other famous spots are all within walking distance. You will have 2 floors for yourself. I work during the day but live just above the apartment :-). You are right in the middle of the center of the city so you can walk everywhere.",1
38506045,38506045,https://www.airbnb.com/rooms/38506045,38506045,14-09-2019,f,f,2,2,0,0,0,20965237,38506045,38506045,38506045,38506045,38506045,38506045,,,,Monumental House - In the green and bustling Adam,"Uniquely situated in the middle of the monumental neighborhood ""Vogelwijk"". At 15 minute walk from the bustling center of Amsterdam, and near the rustic Waterland area with meadows and towns as Marken, Edam and Volendam. The property is renovated last year and furnished with style and an eye for detail. Amsterdam Noord is a village within a city; beautiful, green and family-friendly, and has a lot for you to do.",,none,,,"Uniquely situated in the middle of the monumental neighborhood ""Vogelwijk"". At 15 minute walk from the bustling center of Amsterdam, and near the rustic Waterland area with meadows and towns as Marken, Edam and Volendam. The property is renovated last year and furnished with style and an eye for detail. Amsterdam Noord is a village within a city; beautiful, green and family-friendly, and has a lot for you to do.",1
38507525,38507525,https://www.airbnb.com/rooms/38507525,38507525,25-09-2019,f,f,2,2,0,0,1,30343668,38507525,38507525,38507525,38507525,38507525,38507525,Respecter le voisinage,"Nous habitons Ã  proximitÃ© du loft et serons Ã  votre disposition pendant votre sÃ©jour pour quoi que ce soit . Renseignements sur la rÃ©gion , petites adresses sympa , ou besoin de choses particuliÃ¨res.",,"Charmant, agrÃ©able et confortable loft de 70 m2","IdÃ©alement situÃ© Ã  quelques minutes du centre de Bordeaux,vous disposerez de tout le confort nÃ©cessaire dans un environnement calme et agrÃ©able. Vous trouverez une cuisine Ã©quipÃ©e, une belle chambre avec salle de bain et un bel espace de vie (TV,wifi). Vous accÃ©derez au logement par le portail principal. Rue calme, Ã  300m du parc bordelais, 100m des commerces, de la station Vcub et bus au bout de la rue.FacilitÃ© pour se garer.  Nâ€™hÃ©sitez pas Ã  nous contacter, nous serons ravis de vous renseigner",,none,,"Le bus pour les centre ville de bordeaux passe au bout de la rue .  Vs pourrez aller vous dÃ©tendre ou courir au parc bordelais , et l'accÃ¨s Ã   la rocade est direct .","IdÃ©alement situÃ© Ã  quelques minutes du centre de Bordeaux,vous disposerez de tout le confort nÃ©cessaire dans un environnement calme et agrÃ©able. Vous trouverez une cuisine Ã©quipÃ©e, une belle chambre avec salle de bain et un bel espace de vie (TV,wifi). Vous accÃ©derez au logement par le portail principal. Rue calme, Ã  300m du parc bordelais, 100m des commerces, de la station Vcub et bus au bout de la rue.FacilitÃ© pour se garer.  Nâ€™hÃ©sitez pas Ã  nous contacter, nous serons ravis de vous renseigner Nous habitons Ã  proximitÃ© du loft et serons Ã  votre disposition pendant votre sÃ©jour pour quoi que ce soit . Renseignements sur la rÃ©gion , petites adresses sympa , ou besoin de choses particuliÃ¨res. Le quartier est trÃ¨s sympa , chic et calme ! Surtout proche du parc bordelais et Ã  proximitÃ© du bourg du BOUSCAT pour qqles courses un pti cafÃ© ou poser votre Vcub. Le bus pour les centre ville de bordeaux passe au bout de la rue .  Vs pourrez aller vous dÃ©tendre ou courir au parc bordelais , et l'",1
38509847,38509847,https://www.airbnb.com/rooms/38509847,38509847,19-09-2019,f,f,3,1,2,0,0,45470066,38509847,38509847,38509847,38509847,38509847,38509847,,,,Furnished room near airport and Congress Centre,"Beautiful room in completely renovated and furnished house with garden, 5 minutes from the airport, near city center yet in a green residential environment next to a huge park. Tube Station Rohrdamm. Bus 139 takes you in 10 min to the Berlin Congresscenter Messe Nord/ICC Large living room with open kitchen, double bed, Non-smokers only. The house is fully equipped including cuttlery, towels, linen, and bedding",,none,,,"Beautiful room in completely renovated and furnished house with garden, 5 minutes from the airport, near city center yet in a green residential environment next to a huge park. Tube Station Rohrdamm. Bus 139 takes you in 10 min to the Berlin Congresscenter Messe Nord/ICC Large living room with open kitchen, double bed, Non-smokers only. The house is fully equipped including cuttlery, towels, linen, and bedding",1
38510436,38510436,https://www.airbnb.com/rooms/38510436,38510436,25-09-2019,f,f,1,1,0,0,2,115354711,38510436,38510436,38510436,38510436,38510436,38510436,,"En cas de nÃ©cessitÃ©, je reste joignable sur mon mobile Ã  tous moments au + (Phone number hidden by Airbnb)",Tous les espaces sont accessibles. Merci de respecter la propretÃ©. lâ€™intÃ©gritÃ© du logement ainsi que le voisinage (enfants en bas Ã¢ge).,T2 centre Bordeaux dans rÃ©sidence rÃ©cente,Appartement T2 avec une superbe terrasse au calme dans le centre-ville de Bordeaux.,,none,,Tram Ã€ (arrÃªt stade Chaban Delmas) pour vous rendre partout dans Bordeaux.  bus liane 9 (arrÃªt porte dâ€™Ornano) pour rejoindre directement la gare saint jean  station Vcub (station stade Chaban Delmas) pour vous balader dans lâ€™hyper-centre de Bordeaux !,"Appartement T2 avec une superbe terrasse au calme dans le centre-ville de Bordeaux. Tous les espaces sont accessibles. Merci de respecter la propretÃ©. lâ€™intÃ©gritÃ© du logement ainsi que le voisinage (enfants en bas Ã¢ge). En cas de nÃ©cessitÃ©, je reste joignable sur mon mobile Ã  tous moments au + (Phone number hidden by Airbnb)  Quartier trÃ¨s sympathique avec tous les commerces Ã  proximitÃ© ! Et le stade Chaban Delmas pour les amateurs de rugby  Tram Ã€ (arrÃªt stade Chaban Delmas) pour vous rendre partout dans Bordeaux.  bus liane 9 (arrÃªt porte dâ€™Ornano) pour rejoindre directement la gare saint jean  station Vcub (station stade Chaban Delmas) pour vous balader dans lâ€™hyper-centre de Bordeaux !",1
